"node","total_degree"
"D004194","6"
"R-GGA-2029481","6"
"C536836","6"
"MIM:618412","6"
"R-HSA-9734195","6"
"C565740","6"
"R-MMU-73887","6"
"R-DRE-5218920","6"
"R-RNO-190236","6"
"MIM:614250","6"
"MIM:618767","6"
"R-SSC-9839373","6"
"R-BTA-5654736","6"
"C563273","6"
"MIM:618963","6"
"R-HSA-9662851","6"
"R-RNO-420029","6"
"C564921","6"
"C567803","6"
"MIM:618573","6"
"R-RNO-5696399","6"
"C566270","6"
"C562683","6"
"R-XTR-5696399","6"
"R-HSA-9753510","6"
"R-HSA-8964540","6"
"MIM:611521","6"
"C535729","6"
"MIM:615916","6"
"R-HSA-1793185","6"
"R-CEL-1280215","6"
"R-SPO-5218921","6"
"MIM:619079","6"
"C565942","6"
"C565449","6"
"MIM:620019","6"
"R-GGA-163685","6"
"R-RNO-5654738","6"
"R-SCE-141430","6"
"R-XTR-5654738","6"
"R-GGA-204005","6"
"MIM:617717","6"
"R-SPO-114516","6"
"MIM:615735","6"
"MIM:615551","6"
"R-RNO-9020591","6"
"MIM:615607","6"
"R-DDI-1474244","6"
"MIM:249500","6"
"R-RNO-2173782","6"
"MIM:617532","6"
"R-DME-5654688","6"
"R-PFA-1428517","6"
"MIM:300857","6"
"R-MMU-69239","6"
"R-DRE-112315","6"
"MIM:619203","6"
"R-RNO-2855086","6"
"R-MMU-8853383","6"
"MIM:617783","6"
"R-BTA-9607240","6"
"R-DDI-5607764","6"
"R-MMU-166520","6"
"MIM:613874","6"
"MIM:618267","6"
"R-SSC-198753","6"
"R-MMU-8939245","6"
"R-GGA-68962","6"
"R-BTA-399719","6"
"C536512","6"
"R-DME-350379","6"
"R-SSC-176409","6"
"R-GGA-9033241","6"
"R-CEL-3232142","6"
"MIM:227600","6"
"R-MMU-5654696","6"
"MIM:614878","6"
"R-HSA-109581","6"
"R-DME-177504","6"
"R-RNO-8963899","6"
"C564509","6"
"R-MMU-9023661","6"
"D006337","6"
"MIM:620186","6"
"MIM:617985","6"
"R-CEL-425986","6"
"C567316","6"
"R-SPO-425407","6"
"MIM:615517","6"
"R-HSA-211736","6"
"C567429","6"
"R-MMU-9851151","6"
"C564334","6"
"MIM:615432","6"
"MIM:619232","6"
"R-HSA-880009","6"
"D004774","6"
"MIM:600802","6"
"C566111","6"
"R-SSC-6785807","6"
"R-SPO-156580","6"
"MIM:618187","6"
"C537180","6"
"R-RNO-400511","6"
"R-BTA-2243919","6"
"MIM:620014","6"
"R-BTA-5654696","6"
"R-MMU-1236975","6"
"R-DRE-166058","6"
"R-BTA-438064","6"
"R-DME-351906","6"
"R-SCE-425410","6"
"C535716","6"
"R-SCE-73894","6"
"C535413","6"
"R-SCE-2559584","6"
"R-HSA-6791312","6"
"R-DRE-5654736","6"
"C538655","6"
"MIM:620415","6"
"R-GGA-70263","6"
"R-DME-2173788","6"
"R-BTA-2559585","6"
"MIM:613617","6"
"R-GGA-166663","6"
"MIM:618112","6"
"R-SPO-141405","6"
"MIM:613837","6"
"R-DRE-163685","6"
"R-SPO-71240","6"
"R-HSA-169131","6"
"MIM:616685","6"
"R-CEL-69275","6"
"R-DME-2122948","6"
"R-XTR-2682334","6"
"R-HSA-380612","6"
"C565778","6"
"R-SCE-69275","6"
"R-SCE-2151201","6"
"R-BTA-163685","6"
"R-DME-209438","6"
"C537196","6"
"MIM:610549","6"
"R-SSC-8941855","6"
"R-BTA-389357","6"
"R-RNO-211163","6"
"R-HSA-6791465","6"
"MIM:180100","6"
"MIM:229070","6"
"MIM:611498","6"
"D002062","6"
"R-CEL-198323","6"
"C535311","6"
"C564752","6"
"MIM:606217","6"
"C535344","6"
"R-HSA-3359475","6"
"R-DRE-1236394","6"
"R-SSC-2559583","6"
"R-DDI-69052","6"
"R-GGA-8956319","6"
"R-SCE-442720","6"
"R-BTA-166658","6"
"MIM:616963","6"
"R-CEL-428930","6"
"R-CEL-6804114","6"
"R-DRE-209543","6"
"R-DME-397795","6"
"R-GGA-209543","6"
"R-HSA-141334","6"
"MIM:613708","6"
"C580458","6"
"MIM:607676","6"
"R-GGA-156590","6"
"MIM:617046","6"
"R-MMU-204626","6"
"MIM:201300","6"
"R-DDI-112311","6"
"R-SCE-425366","6"
"MIM:615770","6"
"R-DDI-5358493","6"
"C563788","6"
"MIM:610768","6"
"R-HSA-3248023","6"
"R-GGA-9006936","6"
"R-SPO-74217","6"
"R-MMU-1296053","6"
"MIM:156510","6"
"C565718","6"
"R-PFA-425407","6"
"R-HSA-5083633","6"
"R-SCE-74160","6"
"R-BTA-1855183","6"
"MIM:615605","6"
"R-SPO-75035","6"
"R-SCE-163615","6"
"R-SSC-5654738","6"
"MIM:613102","6"
"R-HSA-5658034","6"
"R-RNO-177128","6"
"MIM:612692","6"
"R-RNO-419771","6"
"R-CFA-202403","6"
"MIM:616687","6"
"C563016","6"
"C537736","6"
"C562602","6"
"R-BTA-195721","6"
"R-GGA-166658","6"
"R-CEL-438064","6"
"MIM:611755","6"
"C563843","6"
"R-DDI-5610787","6"
"R-CFA-5654696","6"
"MIM:613428","6"
"R-DRE-15869","6"
"R-SPO-9755088","6"
"R-DME-190236","6"
"MIM:613608","6"
"R-RNO-166658","6"
"R-HSA-9006936","6"
"R-CFA-190236","6"
"C536082","6"
"R-DDI-75153","6"
"R-GGA-6804757","6"
"R-HSA-9772573","6"
"R-DME-5654693","6"
"R-XTR-112315","6"
"R-HSA-4719360","6"
"R-DRE-5658623","6"
"C537343","6"
"R-SSC-68875","6"
"R-GGA-354194","6"
"R-GGA-1236975","6"
"SMP0000472","6"
"MIM:122400","6"
"R-DDI-6783984","6"
"R-SPO-176974","6"
"R-DME-164378","6"
"R-DME-140837","6"
"R-DRE-9603798","6"
"R-RNO-1236973","6"
"C538278","6"
"MIM:611804","6"
"R-RNO-5620920","6"
"R-CFA-68875","6"
"R-XTR-1834949","6"
"MIM:617772","6"
"C537993","6"
"MIM:620197","6"
"R-GGA-372987","6"
"R-SSC-447115","6"
"C535736","6"
"MIM:611597","6"
"R-RNO-9013419","6"
"R-XTR-73933","6"
"MIM:612422","6"
"R-SSC-189200","6"
"R-DDI-156842","6"
"R-RNO-202403","6"
"R-SSC-9614085","6"
"R-SPO-74259","6"
"C566933","6"
"R-CFA-1236975","6"
"MIM:611895","6"
"C564286","6"
"R-HSA-9668250","6"
"C537985","6"
"MIM:615028","6"
"C566493","6"
"R-CEL-1483249","6"
"R-CEL-5654736","6"
"R-MMU-901032","6"
"MIM:300849","6"
"R-MMU-75108","6"
"MIM:612076","6"
"MIM:613582","6"
"R-DRE-9627069","6"
"MIM:618095","6"
"MIM:619201","6"
"R-SSC-9006335","6"
"MIM:614020","6"
"R-CEL-9013409","6"
"R-SSC-70171","6"
"MIM:615789","6"
"R-DRE-74160","6"
"MIM:269160","6"
"MIM:612955","6"
"C562656","6"
"R-DME-390666","6"
"R-MTU-870392","6"
"MIM:615269","6"
"MIM:619967","6"
"R-DRE-1650814","6"
"R-DME-2187338","6"
"R-PFA-1483249","6"
"MIM:619366","6"
"R-SSC-2559582","6"
"R-MMU-2214320","6"
"C564105","6"
"R-MMU-2187338","6"
"MIM:615436","6"
"R-DME-432142","6"
"R-CFA-69242","6"
"R-BTA-1614635","6"
"MIM:615615","6"
"C563981","6"
"R-XTR-5654736","6"
"C562792","6"
"R-SCE-77289","6"
"R-BTA-5358565","6"
"C538400","6"
"R-MMU-6799990","6"
"R-DRE-70268","6"
"R-DME-1433559","6"
"MIM:617524","6"
"MIM:608068","6"
"R-HSA-3878781","6"
"R-MMU-176974","6"
"C563824","6"
"R-GGA-201556","6"
"R-MMU-74752","6"
"MIM:619361","6"
"C567208","6"
"C536152","6"
"R-RNO-8949215","6"
"R-RNO-9025094","6"
"MIM:606574","6"
"R-CEL-9006936","6"
"R-GGA-392517","6"
"R-DRE-5365859","6"
"R-DDI-201556","6"
"MIM:617572","6"
"MIM:619658","6"
"R-CEL-202733","6"
"R-MMU-1296065","6"
"R-SCE-425407","6"
"MIM:608898","6"
"R-DRE-195721","6"
"MIM:616491","6"
"R-HSA-1299361","6"
"R-HSA-5654736","6"
"R-BTA-68886","6"
"R-HSA-168268","6"
"R-XTR-975871","6"
"C536739","6"
"R-CFA-2454202","6"
"R-DDI-3214847","6"
"C536498","6"
"R-CEL-5633007","6"
"C537302","6"
"MIM:182900","6"
"R-HSA-442755","6"
"R-RNO-9619229","6"
"MIM:192600","6"
"R-XTR-2980736","6"
"C563930","6"
"R-DRE-2187335","6"
"R-DME-1660499","6"
"MIM:615285","6"
"R-BTA-425407","6"
"MIM:605376","6"
"D051799","6"
"R-RNO-9759194","6"
"R-SSC-1170546","6"
"MIM:619521","6"
"R-DRE-8939211","6"
"C537394","6"
"R-DME-9018677","6"
"MIM:614979","6"
"D008047","6"
"R-SSC-937041","6"
"R-MMU-9793528","6"
"R-DRE-202733","6"
"R-BTA-5654708","6"
"R-CEL-2187338","6"
"R-SSC-75955","6"
"C566254","6"
"R-GGA-180292","6"
"C535788","6"
"R-CFA-1793185","6"
"R-SCE-68875","6"
"R-BTA-166662","6"
"R-GGA-174178","6"
"R-DME-1482839","6"
"MIM:608970","6"
"R-RNO-426486","6"
"R-CEL-166016","6"
"C564038","6"
"R-SPO-197264","6"
"R-BTA-8963899","6"
"MIM:618358","6"
"R-HSA-9735763","6"
"R-XTR-1793185","6"
"MIM:612740","6"
"MIM:613977","6"
"R-DRE-5689603","6"
"R-SSC-196836","6"
"MIM:615127","6"
"R-BTA-8866907","6"
"MIM:614435","6"
"MIM:618157","6"
"R-BTA-1358803","6"
"MIM:613496","6"
"C536390","6"
"R-SCE-196783","6"
"R-DDI-156580","6"
"SMP0000420","6"
"R-DRE-8864260","6"
"R-RNO-69242","6"
"MIM:619983","6"
"C536119","6"
"R-XTR-397795","6"
"MIM:300872","6"
"R-DME-5654710","6"
"R-DME-5173105","6"
"MIM:618464","6"
"R-SCE-977347","6"
"C565726","6"
"MIM:310500","6"
"R-GGA-198753","6"
"MIM:606664","6"
"R-GGA-397795","6"
"R-SPO-1237112","6"
"R-SSC-9609523","6"
"R-BTA-389513","6"
"C562791","6"
"MIM:618912","6"
"MIM:617514","6"
"R-MMU-8963899","6"
"R-DME-8878159","6"
"R-GGA-5654738","6"
"C538458","6"
"R-SCE-389359","6"
"R-GGA-2871837","6"
"MIM:606367","6"
"R-GGA-216083","6"
"C535395","6"
"R-SSC-201556","6"
"R-BTA-8956319","6"
"R-BTA-1810476","6"
"C538153","6"
"R-BTA-1482925","6"
"MIM:137760","6"
"R-DDI-381676","6"
"R-RNO-9754119","6"
"R-RNO-9028731","6"
"R-RNO-1236975","6"
"R-DRE-1793185","6"
"R-XTR-211000","6"
"MIM:614699","6"
"R-DRE-8956319","6"
"MIM:616436","6"
"R-RNO-6807062","6"
"C536759","6"
"MIM:603965","6"
"MIM:603075","6"
"MIM:608443","6"
"R-GGA-109581","6"
"R-XTR-112314","6"
"R-CEL-389359","6"
"R-MMU-2473224","6"
"C536085","6"
"R-GGA-389356","6"
"R-BTA-5620920","6"
"MIM:616818","6"
"R-DME-69478","6"
"R-GGA-77588","6"
"C538348","6"
"D007228","6"
"C537805","6"
"MIM:616219","6"
"R-MMU-390650","6"
"R-DRE-9006936","6"
"C536604","6"
"R-SSC-15869","6"
"C565891","6"
"MIM:609227","6"
"R-PFA-69239","6"
"MIM:614665","6"
"R-MMU-5633008","6"
"R-GGA-389513","6"
"R-GGA-179812","6"
"R-HSA-4839743","6"
"R-DME-156590","6"
"R-RNO-8866904","6"
"R-MMU-8849474","6"
"R-XTR-195721","6"
"R-CFA-1236394","6"
"R-BTA-8964043","6"
"R-MMU-177135","6"
"MIM:618674","6"
"R-XTR-9006936","6"
"MIM:300263","6"
"R-HSA-5083629","6"
"R-HSA-964827","6"
"R-GGA-9025094","6"
"MIM:615552","6"
"R-HSA-5654738","6"
"R-SSC-350562","6"
"D011536","6"
"R-MMU-110381","6"
"C567527","6"
"MIM:618061","6"
"R-BTA-189200","6"
"C537989","6"
"C567643","6"
"R-XTR-373755","6"
"R-DME-997272","6"
"MIM:612124","6"
"R-MMU-209563","6"
"C566056","6"
"R-HSA-9702569","6"
"C538104","6"
"C537705","6"
"C564713","6"
"MIM:616425","6"
"MIM:616949","6"
"R-RNO-390650","6"
"R-BTA-163615","6"
"R-DRE-373755","6"
"R-MMU-9706374","6"
"C536416","6"
"C535959","6"
"R-DME-350054","6"
"D000076064","6"
"R-SSC-114452","6"
"R-CEL-202670","6"
"MIM:618835","6"
"MIM:615561","6"
"R-SPO-2454202","6"
"MIM:616461","6"
"MIM:614229","6"
"C564333","6"
"MIM:619082","6"
"R-CFA-9614085","6"
"C563669","6"
"R-GGA-418124","6"
"MIM:617996","6"
"MIM:278150","6"
"R-CEL-9614085","6"
"R-DRE-5625740","6"
"C563679","6"
"R-SSC-109581","6"
"MIM:268315","6"
"MIM:618655","6"
"C565289","6"
"R-RNO-447115","6"
"C563306","6"
"R-SSC-9006936","6"
"R-HSA-1222499","6"
"R-MMU-112412","6"
"R-MMU-379401","6"
"R-BTA-1855204","6"
"MIM:175800","6"
"R-HSA-1296065","6"
"C565335","6"
"R-GGA-3238698","6"
"R-DRE-9615933","6"
"R-DRE-2514859","6"
"MIM:180104","6"
"R-HSA-3781865","6"
"R-HSA-9711123","6"
"R-DME-447115","6"
"R-RNO-1296053","6"
"C564252","6"
"R-MMU-442729","6"
"R-DDI-141405","6"
"R-MMU-157118","6"
"R-GGA-4641263","6"
"R-RNO-5627117","6"
"C567198","6"
"R-DME-5675482","6"
"C567847","6"
"C536855","6"
"R-RNO-9023661","6"
"R-RNO-209563","6"
"R-BTA-69239","6"
"R-CEL-6804756","6"
"C536028","6"
"R-BTA-112043","6"
"R-CFA-2559583","6"
"R-SPO-5423646","6"
"R-SCE-381676","6"
"C565825","6"
"R-HSA-4717374","6"
"R-CEL-5654716","6"
"R-SPO-392451","6"
"D010864","6"
"R-DME-2730905","6"
"R-RNO-8963896","6"
"R-DME-9634635","6"
"C536358","6"
"C564715","6"
"R-BTA-193692","6"
"R-RNO-69239","6"
"MIM:614418","6"
"R-XTR-212165","6"
"R-SSC-202403","6"
"R-DME-9640463","6"
"R-HSA-9026762","6"
"R-MMU-112311","6"
"R-RNO-74752","6"
"R-RNO-442380","6"
"MIM:201400","6"
"R-DME-74749","6"
"R-SSC-72187","6"
"R-RNO-1482883","6"
"MIM:614102","6"
"R-SPO-15869","6"
"R-HSA-9701190","6"
"R-CEL-418346","6"
"R-DDI-6785807","6"
"R-CEL-5621480","6"
"R-GGA-5654719","6"
"R-CEL-5358493","6"
"R-DME-209968","6"
"MIM:618660","6"
"R-DME-209471","6"
"R-SPO-69275","6"
"R-SCE-196780","6"
"MIM:618535","6"
"R-CFA-2187338","6"
"C566483","6"
"C565195","6"
"R-DME-72662","6"
"R-MMU-68884","6"
"MIM:619719","6"
"R-MMU-1834941","6"
"R-GGA-8939243","6"
"R-RNO-194306","6"
"MIM:615767","6"
"R-RNO-1296065","6"
"MIM:617654","6"
"R-DDI-2672351","6"
"R-SCE-1237112","6"
"MIM:170650","6"
"R-SPO-75153","6"
"R-DME-6803204","6"
"R-HSA-8942233","6"
"R-DRE-201451","6"
"R-DDI-69239","6"
"C562793","6"
"R-SPO-113501","6"
"R-DME-438064","6"
"R-MMU-418889","6"
"MIM:617027","6"
"MIM:254600","6"
"R-BTA-2022857","6"
"C535827","6"
"R-RNO-166520","6"
"R-BTA-1253288","6"
"MIM:615328","6"
"R-MMU-6807047","6"
"R-DME-425397","6"
"C536678","6"
"R-CFA-9839373","6"
"R-SCE-392451","6"
"R-HSA-9609507","6"
"R-CEL-68952","6"
"R-DDI-9007892","6"
"R-MMU-15869","6"
"R-SCE-197264","6"
"MIM:620047","6"
"R-RNO-9623433","6"
"R-SSC-419812","6"
"R-DDI-166058","6"
"R-SPO-112409","6"
"MIM:603776","6"
"R-MMU-425407","6"
"MIM:238320","6"
"MIM:618160","6"
"R-BTA-397795","6"
"R-SPO-163685","6"
"R-DDI-5218921","6"
"C538380","6"
"C537022","6"
"MIM:617123","6"
"R-DRE-2559583","6"
"R-SSC-73887","6"
"R-MMU-211163","6"
"R-DME-112399","6"
"R-GGA-4570464","6"
"MIM:620099","6"
"R-BTA-6804115","6"
"R-DME-196071","6"
"C564109","6"
"R-BTA-389359","6"
"R-SCE-72764","6"
"C537910","6"
"R-DME-5685939","6"
"R-BTA-69563","6"
"MIM:615961","6"
"R-SPO-9013419","6"
"R-SCE-193775","6"
"R-SSC-5654716","6"
"R-RNO-74713","6"
"R-HSA-166658","6"
"R-CEL-983170","6"
"R-RNO-198323","6"
"R-HSA-351200","6"
"R-MMU-110373","6"
"R-GGA-351470","6"
"C565207","6"
"MIM:618838","6"
"R-GGA-68886","6"
"R-SSC-1236975","6"
"D008992","6"
"R-GGA-209560","6"
"R-DDI-977444","6"
"R-CEL-68867","6"
"MIM:619360","6"
"R-SPO-198323","6"
"MIM:620370","6"
"R-BTA-8849932","6"
"R-CEL-3247509","6"
"R-SPO-76005","6"
"R-DRE-77289","6"
"R-SSC-9013026","6"
"D004426","6"
"MIM:136900","6"
"MIM:615960","6"
"R-MMU-9012546","6"
"R-MMU-9007892","6"
"C536937","6"
"R-DME-977443","6"
"R-SSC-2173795","6"
"R-BTA-1236975","6"
"R-HSA-5654696","6"
"R-DME-209441","6"
"R-SSC-141444","6"
"MIM:618204","6"
"R-MMU-444209","6"
"R-MMU-5696399","6"
"R-RNO-450604","6"
"R-CEL-2161517","6"
"C563816","6"
"MIM:618878","6"
"R-SSC-109704","6"
"R-SCE-75153","6"
"R-SCE-446219","6"
"R-DME-76005","6"
"C537860","6"
"R-CFA-5654738","6"
"R-MMU-9640463","6"
"R-BTA-114452","6"
"C567482","6"
"R-RNO-9020933","6"
"R-GGA-2454202","6"
"R-HSA-3814836","6"
"R-SSC-381119","6"
"R-BTA-9020558","6"
"R-RNO-9006936","6"
"R-BTA-9707616","6"
"R-DME-975138","6"
"R-MMU-1855191","6"
"R-DME-2142753","6"
"C563730","6"
"MIM:616500","6"
"R-BTA-438066","6"
"R-SCE-1483249","6"
"R-DME-390193","6"
"MIM:619858","6"
"R-DRE-69541","6"
"R-RNO-392154","6"
"R-GGA-68949","6"
"R-SSC-2682334","6"
"MIM:618881","6"
"R-XTR-9839373","6"
"MIM:618546","6"
"R-SSC-73933","6"
"C565720","6"
"C564563","6"
"R-DRE-1169091","6"
"R-HSA-397795","6"
"MIM:608634","6"
"R-HSA-2187338","6"
"R-DME-209469","6"
"R-HSA-4719377","6"
"MIM:608996","6"
"D014135","6"
"R-DME-937042","6"
"R-GGA-2187338","6"
"C567529","6"
"R-HSA-1839126","6"
"SMP0000653","6"
"R-MMU-427975","6"
"C535766","6"
"R-HSA-5339562","6"
"C536049","6"
"MIM:618144","6"
"MIM:619879","6"
"R-BTA-442380","6"
"R-SPO-1483213","6"
"C563551","6"
"R-MMU-1237112","6"
"R-DRE-190373","6"
"R-DME-2500257","6"
"MIM:615935","6"
"R-CEL-881907","6"
"R-DME-9840310","6"
"R-RNO-211000","6"
"C535808","6"
"D009894","6"
"R-DRE-211981","6"
"C566112","6"
"R-MMU-1296061","6"
"R-DME-202433","6"
"R-HSA-186712","6"
"R-GGA-5696399","6"
"MIM:613243","6"
"R-HSA-9658195","6"
"R-GGA-5654219","6"
"R-HSA-5620920","6"
"R-DDI-450385","6"
"R-SSC-8964043","6"
"R-PFA-2262752","6"
"R-XTR-381119","6"
"R-BTA-9006936","6"
"map07117","6"
"MIM:616063","6"
"R-DRE-674695","6"
"MIM:618126","6"
"R-CFA-975138","6"
"R-RNO-73887","6"
"MIM:617023","6"
"C567508","6"
"R-DME-70221","6"
"R-HSA-427975","6"
"C562687","6"
"R-BTA-73933","6"
"C537356","6"
"R-DME-202733","6"
"R-SSC-166658","6"
"R-DME-1793185","6"
"R-MMU-3000497","6"
"R-DME-209452","6"
"R-DDI-176974","6"
"MIM:604537","6"
"C567654","6"
"R-HSA-447115","6"
"R-DME-1592389","6"
"C536183","6"
"MIM:619795","6"
"R-HSA-69242","6"
"MIM:619155","6"
"R-RNO-1660517","6"
"R-DME-112409","6"
"MIM:601547","6"
"C567699","6"
"MIM:260570","6"
"MIM:193900","6"
"MIM:619271","6"
"R-DDI-163615","6"
"R-CFA-199977","6"
"R-DME-5654696","6"
"R-BTA-186797","6"
"C538343","6"
"MIM:608681","6"
"R-CEL-1660517","6"
"R-DME-5654736","6"
"MIM:619245","6"
"MIM:612650","6"
"R-DRE-4615885","6"
"MIM:620161","6"
"R-MMU-446343","6"
"MIM:612240","6"
"R-GGA-1237044","6"
"R-HSA-916853","6"
"R-HSA-389542","6"
"R-HSA-1226099","6"
"MIM:620151","6"
"C537342","6"
"R-SCE-9755088","6"
"R-DME-5654695","6"
"MIM:618498","6"
"C564166","6"
"R-GGA-5610785","6"
"R-XTR-8878171","6"
"R-SPO-112315","6"
"R-RNO-114452","6"
"R-GGA-375165","6"
"C537516","6"
"D020431","6"
"R-GGA-390918","6"
"MIM:612989","6"
"C537912","6"
"R-DME-1482788","6"
"R-GGA-429947","6"
"R-GGA-2559583","6"
"R-GGA-438064","6"
"R-GGA-2173795","6"
"R-GGA-2173782","6"
"MIM:193235","6"
"MIM:601331","6"
"MIM:614328","6"
"C537301","6"
"R-BTA-2173782","6"
"R-GGA-5654716","6"
"R-MMU-9614085","6"
"R-GGA-8848021","6"
"R-HSA-5579024","6"
"R-XTR-8864260","6"
"MIM:262890","6"
"MIM:604393","6"
"R-SSC-156590","6"
"R-DME-1482801","6"
"R-SCE-141405","6"
"C563938","6"
"R-RNO-72662","6"
"R-CFA-447115","6"
"R-SCE-9634597","6"
"R-DME-9708530","6"
"R-RNO-165158","6"
"MIM:616247","6"
"R-RNO-2485179","6"
"R-CEL-74160","6"
"MIM:613575","6"
"R-SPO-112310","6"
"R-RNO-5654708","6"
"R-HSA-1839124","6"
"MIM:615909","6"
"R-DRE-373752","6"
"R-SSC-68886","6"
"C548081","6"
"MIM:616736","6"
"MIM:301078","6"
"C566910","6"
"R-BTA-170670","6"
"R-DDI-3322077","6"
"MIM:616451","6"
"C536016","6"
"R-DME-195721","6"
"R-GGA-447115","6"
"MIM:618681","6"
"C567195","6"
"R-HSA-2029480","6"
"MIM:617816","6"
"R-RNO-156842","6"
"R-SSC-2173782","6"
"C536128","6"
"R-HSA-1592230","6"
"MIM:613502","6"
"R-DRE-1296346","6"
"R-DME-381119","6"
"MIM:613862","6"
"C536105","6"
"R-MMU-8847453","6"
"R-DME-216119","6"
"R-XTR-5654716","6"
"MIM:114480","6"
"R-DDI-2500257","6"
"R-SSC-913709","6"
"MIM:618042","6"
"MIM:615707","6"
"R-SPO-2029485","6"
"R-DRE-68886","6"
"R-DME-1614635","6"
"MIM:613235","6"
"R-CFA-5654736","6"
"R-PFA-9006934","6"
"MIM:616188","6"
"R-DME-390089","6"
"R-CEL-351906","6"
"R-SSC-397795","6"
"C536710","6"
"MIM:613722","6"
"R-DDI-5617833","6"
"R-GGA-1169091","6"
"MIM:300946","6"
"MIM:605850","6"
"R-BTA-194313","6"
"R-HSA-1614603","6"
"R-SSC-5661231","6"
"D005208","6"
"R-BTA-198203","6"
"R-DRE-8939236","6"
"R-GGA-9639288","6"
"MIM:619864","6"
"R-CEL-201688","6"
"R-RNO-1169092","6"
"R-BTA-15869","6"
"R-DRE-201556","6"
"R-HSA-9020265","6"
"R-BTA-1793185","6"
"R-SCE-204626","6"
"R-DME-9634597","6"
"R-DRE-446652","6"
"R-BTA-881907","6"
"R-GGA-9708530","6"
"MIM:615861","6"
"R-DRE-349425","6"
"R-GGA-5654710","6"
"R-SPO-2142789","6"
"C535782","6"
"R-SPO-2162123","6"
"MIM:617409","6"
"MIM:616882","6"
"R-GGA-68877","6"
"R-MMU-166658","6"
"C564050","6"
"R-RNO-427601","6"
"R-RNO-6807047","6"
"R-HSA-983169","6"
"MIM:300048","6"
"C564467","6"
"C535706","6"
"MIM:300985","6"
"MIM:220100","6"
"R-CEL-3928663","6"
"R-RNO-1793185","6"
"C536273","6"
"C580002","6"
"MIM:605479","6"
"MIM:619523","6"
"R-CEL-196071","6"
"R-CEL-2032785","6"
"R-MMU-3134973","6"
"R-RNO-3065679","6"
"MIM:620454","6"
"R-RNO-167060","6"
"R-SCE-445355","6"
"MIM:300928","6"
"R-CEL-2559586","6"
"R-DRE-438066","6"
"R-MMU-561048","6"
"R-SSC-933542","6"
"R-RNO-8964011","6"
"R-BTA-70635","6"
"MIM:618135","6"
"C564367","6"
"C537135","6"
"R-BTA-5696399","6"
"R-BTA-75892","6"
"MIM:617252","6"
"MIM:616155","6"
"R-DRE-350562","6"
"R-GGA-451514","6"
"R-CEL-6811555","6"
"R-DRE-8854050","6"
"R-GGA-1227887","6"
"MIM:617642","6"
"R-DME-2514859","6"
"R-GGA-195721","6"
"R-RNO-446193","6"
"R-GGA-1296065","6"
"R-GGA-512988","6"
"R-DRE-163841","6"
"R-DME-5693548","6"
"R-BTA-2559583","6"
"R-SSC-166016","6"
"MIM:300991","6"
"R-DDI-425407","6"
"C567758","6"
"D002916","6"
"D012625","6"
"R-MMU-9006936","6"
"R-BTA-844456","6"
"R-CEL-114516","6"
"R-HSA-166520","6"
"R-BTA-9755088","6"
"R-RNO-417973","6"
"R-SCE-163685","6"
"R-DRE-4641262","6"
"C567456","6"
"C535417","6"
"R-BTA-193993","6"
"R-XTR-109606","6"
"R-GGA-69239","6"
"MIM:613957","6"
"D020432","6"
"C536644","6"
"R-HSA-9674415","6"
"MIM:618803","6"
"MIM:613769","6"
"C567855","6"
"R-GGA-8866427","6"
"MIM:617585","6"
"R-DRE-6782135","6"
"R-SPO-114508","6"
"MIM:613652","6"
"C566055","6"
"R-RNO-416700","6"
"R-GGA-3928663","6"
"MIM:619122","6"
"R-GGA-446203","6"
"C566024","6"
"C566443","6"
"R-CEL-8939236","6"
"R-DME-209392","6"
"R-CEL-190236","6"
"R-SSC-5689896","6"
"R-BTA-9614085","6"
"R-DRE-5693607","6"
"D020435","6"
"R-GGA-1227882","6"
"C565850","6"
"R-GGA-15869","6"
"R-GGA-201451","6"
"R-BTA-399956","6"
"R-MMU-433137","6"
"R-CFA-438064","6"
"R-CFA-69239","6"
"C565753","6"
"D000084202","6"
"R-CFA-68886","6"
"R-RNO-937039","6"
"R-SCE-70350","6"
"R-DME-350431","6"
"R-SPO-1483226","6"
"C536974","6"
"R-HSA-434313","6"
"R-CFA-2173782","6"
"C567857","6"
"C567653","6"
"R-XTR-1296065","6"
"R-XTR-190236","6"
"C537257","6"
"R-DDI-163841","6"
"R-RNO-9018681","6"
"R-CFA-9006936","6"
"R-MMU-9762293","6"
"MIM:618220","6"
"R-CFA-166520","6"
"R-CFA-5654687","6"
"R-XTR-15869","6"
"R-SPO-187037","6"
"R-BTA-203615","6"
"C537955","6"
"R-GGA-190370","6"
"MIM:614212","6"
"MIM:601634","6"
"R-SPO-9840310","6"
"R-MMU-162699","6"
"R-DRE-9013408","6"
"R-BTA-5693616","6"
"MIM:618229","6"
"R-SPO-68886","6"
"C567018","6"
"C537658","6"
"R-BTA-8963693","6"
"R-BTA-69052","6"
"R-CFA-1296065","6"
"C567675","6"
"MIM:615327","6"
"C566444","6"
"R-DME-189200","6"
"R-DME-71336","6"
"C537055","6"
"R-RNO-9634600","6"
"R-CFA-73933","6"
"R-BTA-1592389","6"
"R-SPO-881907","6"
"MIM:618307","6"
"MIM:608380","6"
"MIM:300495","6"
"R-SSC-3928662","6"
"R-SSC-977606","6"
"R-DME-5696399","6"
"R-SPO-68875","6"
"R-MMU-9025094","6"
"MIM:616095","6"
"R-DDI-70635","6"
"R-CEL-877312","6"
